ID,Type,Expected,Predicted,Confidence,Correct,Input_Text,Explanation
114,Real_Corporate,REAL,REAL,0.71,TRUE,"Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
115,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
116,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
117,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
118,Real_Corporate,REAL,REAL,0.69,TRUE,"Join a Fortune 500 leader. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
119,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
120,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Looking for a motivated individual. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: 'CHECK'
121,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
122,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
123,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'DEPOSIT'
124,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
125,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
126,Real_Corporate,REAL,REAL,0.47,TRUE,"Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
127,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'USDT'
128,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
129,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
130,Real_Corporate,REAL,REAL,0.63,TRUE,"We are a rapidly growing startup. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
131,Real_Corporate,REAL,REAL,0.71,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,No specific fraud patterns detected.
132,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Verified corporate benefits found.
133,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
134,Real_Corporate,REAL,REAL,0.71,TRUE,"Join a Fortune 500 leader. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
135,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'TELEGRAM'
136,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
137,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: 'CHECK'
138,Fake_Obvious,FAKE,FAKE,0.93,TRUE,No experience needed. Start today. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
139,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",Detected high-risk trigger: 'USDT'
140,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
141,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
142,Real_Corporate,REAL,REAL,0.47,TRUE,"Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
143,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: '.EXE'
144,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Detected high-risk trigger: 'USDT'
145,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
146,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'TELEGRAM'
147,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
148,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: 'CHECK'
149,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
150,Real_Corporate,REAL,REAL,0.7,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,No specific fraud patterns detected.
151,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
152,Fake_Obvious,FAKE,FAKE,0.94,TRUE,No experience needed. Start today. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
153,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
154,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Join a Fortune 500 leader. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'DEPOSIT'
155,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Urgent hiring for honest workers. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
156,Fake_Hidden,FAKE,REAL,0.15,FALSE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
157,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
158,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
159,Real_Corporate,REAL,REAL,0.7,TRUE,"Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
160,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'DEPOSIT'
161,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
162,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: '.EXE'
